"N.ASIG";"S.ASIG";"P.MAT";"P.LEN";"P.NEM";"PTU";"PROM.EM";"BECA.ARAN";"BECA.MANT"
4,7;"A";639,615788544735;476,87998007333;528,74598610754;498,337401786416;6,76487687863409;5,86;50
4,2;"A";722,214280731206;594,386740746123;636,025385004825;537,936466408184;5,28909733332694;38,55;350
5;"A";731,619535340256;505,957296243619;564,368008439009;618,588152401696;6,66614984050393;17,48;150
4,8;"A";717,041729028723;657,091287879364;672,047873345741;468,911353587008;5,58404635637999;32,09;0
3;"R";614,53072027025;614,214427764582;569,768260713934;623,952692164587;6,14234887547791;81,61;250
4,3;"A";639,833229530445;503,960079801001;543,987885931517;715,377543833466;6,22247761711478;5,09;150
4,9;"A";686,074666371072;631,200351970571;682,857633807871;565,379258201462;5,58027065545321;64,78;150
4,2;"A";694,757214604779;575,023754652265;528,180334985683;550,822221024109;5,57920733094215;46,43;350
3,7;"R";593,063514538481;530,479960446449;664,428970797596;586,460861149867;5,42236856147647;2,06;0
5;"A";730,853766242859;600,181006609384;662,516461562242;616,403318753594;5,68861203640699;3,04;350
4,1;"A";631,786055524366;596,45576111311;618,205772729906;677,108750168313;6,62020110338926;59,49;0
4;"A";736,26861210187;643,166956683329;634,398988480506;628,360105229946;5,47388189211488;26,73;0
4,5;"A";702,987386944741;585,795830531719;623,336894968826;556,877411363462;6,29296390861273;58,06;400
4,7;"A";686,994526094814;606,599154438858;636,311457264662;549,606663015684;6,30452814660966;2,16;50
5,5;"A";717,192210695882;577,737910351513;542,79524003507;592,993658760394;6,21495994701982;75,78;300
5;"A";685,5246473924;552,170134216185;576,696558604894;579,168283437297;6,16388527266681;60,9;250
4,9;"A";711,319133742096;632,127870285708;666,752137886335;606,085861186654;5,99805388562381;20,53;400
6,3;"A";767,262779667879;574,662800519637;798,048306267122;611,319240256658;6,4379792470485;77,35;50
4,5;"A";706,112748317998;646,187617960106;556,856914344019;600,339336110381;5,9494282040745;4,39;400
4,1;"A";683,532426321135;627,375331057324;674,61050459338;594,260861996635;5,51700141727924;33,98;150
4,9;"A";647,101743863881;513,675143899096;606,530105479248;548,143731517307;5,21213898658752;25,42;100
3,8;"R";686,656261037875;638,76052948045;611,227128260379;637,719147266536;5,90905240997672;70,73;0
2,9;"R";651,883940829509;661,691111454012;590,199999753138;621,842441524849;6,62338695563376;3,57;200
4,7;"A";671,082004734546;564,236026598692;551,098611286335;509,624281793356;6,10123261362314;89,74;100
4,2;"A";656,722149865372;587,530741988578;570,17077363922;665,711384569835;5,95545949861407;87,35;350
5,1;"A";709,578470885303;595,412741306449;471,637099209334;655,000993749882;6,37812292315066;85,42;150
4,4;"A";693,803686590027;670,390718274118;660,709112078523;552,859602811134;6,23549954816699;32,91;50
5;"A";681,185152100882;549,264456802908;770,823018773212;546,432496331237;5,25375601090491;12,1;350
2,9;"R";646,042367204808;644,872602466371;630,841958499118;660,771744617362;6,57784567475319;44,56;50
4,3;"A";652,337498353729;540,763047479606;610,32658739968;658,046315394366;6,31085097752512;40,79;250
4,5;"A";663,1363618469;590,07404408974;627,268173162412;590,324108921361;6,14437900669873;1,86;0
4,4;"A";689,507503902418;565,575812596869;592,460288268631;606,591538635209;6,75897045657039;32,74;250
4;"A";720,613645897329;646,847846480164;573,386170595496;549,96641412793;5,31529835574329;64,26;0
4,6;"A";651,134710521203;591,890534370212;653,934222196391;581,954311627872;6,28109794296324;76,41;400
5,4;"A";689,478736628501;579,207876659761;569,110402372501;591,265925357236;5,24116750024259;74,21;100
4,8;"A";685,244065559476;567,904042424078;630,346220883125;699,838808653295;6,38805985972285;88,76;200
4,3;"A";684,91253263722;601,666920244256;625,418846335693;682,647039208424;5,37172571383417;20,56;50
5,6;"A";706,422111893353;555,772543099162;641,776231747917;572,875529224121;6,27590825036168;4,2;350
5,6;"A";759,792196881622;598,856838750551;578,304979771461;537,350633055222;6,72724464870989;90,11;100
4,3;"A";639,051709690685;583,092124063798;618,828115978257;585,818983230582;5,70289055481553;56,93;250
4,7;"A";751,378798099904;572,776719005064;524,088335823365;704,492931100372;5,86953914798796;70,46;400
5,1;"A";689,997280069245;562,952415637141;694,793703493496;645,488782185642;6,5008201546967;14,89;400
4,2;"A";683,269025617276;583,996320194174;555,668531067072;513,893349987266;6,78868677169084;34,69;200
5,4;"A";708,065896871795;553,758359752837;609,083112420745;536,813801165527;6,28133474811912;84,75;300
5,2;"A";674,29618781997;539,170925113372;635,421100593219;620,486850471646;6,62627242691815;74;400
4,9;"A";655,723770262992;556,497025600951;615,41650009776;520,678066661485;6,7655376214534;30,03;300
3,6;"R";661,216106574103;577,498068472606;565,954525530172;650,557583305003;6,68894373588264;82,3;50
3,7;"R";644,446187793659;640,887768936919;610,826563055359;606,736680868685;5,5530147138983;86,08;300
4,1;"A";659,248214236908;583,445762452941;604,281759961105;533,835275146892;5,22854741327465;48,41;400
4,8;"A";704,128223836191;574,955451938414;706,749677725402;567,778176186582;6,49776906259358;19,43;50
4,4;"A";644,559997743866;521,351312761724;649,743629169672;676,999515987093;5,22374492064118;72,61;200
4,1;"A";652,46246622641;637,357200748729;638,389428927247;585,525607820989;5,90980966091156;66,03;50
4,4;"A";726,39956822458;655,968618825281;646,709107513993;609,784698170859;6,14432684071362;90,11;300
4,5;"A";665,627267499176;578,566956622744;648,37660191731;648,737466307609;5,68719937838614;54,84;0
5,6;"A";721,835082091979;542,734113449102;733,312594484797;747,709102962542;5,72042954228818;22,95;300
4,4;"A";675,928778046988;583,312122471951;587,818641351639;532,23673160198;6,68350233696401;6,06;50
4,1;"A";682,393731269291;602,041014283653;599,943164933298;658,782813721058;5,4861025556922;16,71;200
4,1;"A";724,469707277451;641,74662531147;547,465277609325;610,263581863375;6,26921459361911;87,05;400
4,8;"A";634,208563719865;525,129205641949;631,149507673306;609,744954239175;5,33622238524258;1,08;200
3,6;"R";637,450305682576;634,417766859582;550,768724674973;543,708599843867;5,91418232694268;18,65;150
5,4;"A";739,880232933948;576,75052485689;696,855173751065;694,880797350085;5,23780250772834;88,17;250
4,4;"A";707,946278324786;573,461306967479;533,761966574954;531,856740823022;5,43662894032896;90,62;400
5,7;"A";719,75598155708;584,961490478614;507,56834907733;649,440658135591;6,39734574221075;41,79;200
5,8;"A";663,448674282384;448,336389457046;691,834776779193;682,797745656937;6,05025249347091;72,52;350
4;"A";669,258284735473;558,720074389897;473,470496301113;576,118990807968;5,54707823581994;67,49;300
4,1;"A";747,143340207696;673,736439450126;641,960753312765;535,319136655206;5,81329531259835;80,98;100
4,2;"A";627,325707716505;585,667668675079;600,526970880643;507,567539567621;5,41686586774886;43,82;100
4,9;"A";689,66210025571;599,885419188361;569,394026145501;647,256388028975;5,8901651840657;40,73;250
4,4;"A";645,52293620665;611,552098576499;571,005732902715;526,40976853371;5,57868665456772;52,94;250
4,2;"A";612,571249982078;575,7397392245;688,462632151446;547,681962999378;5,20811877213418;84,92;300
3,8;"R";622,318364729041;567,830520061333;542,82395951323;643,820136546902;6,04408833757043;85,93;350
4,5;"A";718,740166482188;634,869281205966;629,647103615926;595,38949191368;5,9736983448267;67,25;300
5,9;"A";711,445958528862;537,899292468592;574,693976141558;663,090222721996;5,31115631908178;86,21;300
4,4;"A";656,864373029289;652,71160723064;440,731931795586;620,532847175229;5,60620068982244;64,06;400
4,3;"A";651,009651217434;554,034608430922;644,401272569542;603,405449366362;6,04555835053325;78,25;350
3,8;"R";613,708849068401;549,91027680584;605,947043115429;654,611817905031;6,17433286011219;59,39;400
3,9;"R";640,644955807886;555,67759368962;588,829168253803;720,113049887547;6,73391776047647;72,16;0
4,3;"A";648,786263756409;531,549483523209;591,905220905255;573,512240835645;5,72916771583259;26,18;250
3,9;"R";650,470327492727;601,825824890937;677,028040705712;667,544353265574;5,69957327097654;50,71;200
4,3;"A";680,617277697988;658,05975238806;578,271877622632;534,495751385541;5,4830721180886;10,16;0
5,3;"A";695,116443695231;560,505417757248;589,781703223834;571,61607927869;6,60093572437763;90,73;50
2,8;"R";555,602506381793;591,499810676959;595,872121128601;583,228394360304;6,6665848262608;83,77;100
5,4;"A";740,007912709733;515,426070467297;564,762281580832;595,931091539975;6,13162216320634;84,2;150
3,1;"R";610,627642192603;567,462789411442;637,929283521526;720,380556479056;5,79667229242623;88,2;350
4,5;"A";665,747135908952;521,311115505102;598,734364319701;607,727243581239;6,53204220980406;16,06;250
5,2;"A";687,614823446053;558,354849228498;502,443145564996;598,10362889224;5,45730198472738;36,02;200
4,8;"A";665,061886594105;520,457158798718;584,683075210032;593,425442622711;6,32353322580457;17,63;300
5,4;"A";693,771080839617;499,377688607497;518,912517525114;562,13911575879;6,22313015274703;98,96;0
3,1;"R";657,153765216391;677,609216521591;649,522373347504;603,629224406127;5,67703304737806;21,39;0
4;"A";653,401328171389;652,255273970776;485,697883129942;586,422162049793;5,96017169505358;19,18;300
5,3;"A";728,408302119162;576,91649928853;679,118955641943;625,979208993582;5,47860100902617;63,7;350
5;"A";688,411379013368;530,514222977774;699,590552111111;568,701896983505;5,503792180866;14,2;400
3,1;"R";637,552066652584;628,141203581371;479,888605523427;602,591303465305;5,79859474562109;76,24;100
5,3;"A";715,358948316837;614,819106102071;528,05867917505;753,68167804962;6,5411412846297;29,03;250
4,4;"A";695,473997403139;535,30103668604;639,638333050673;577,044658134765;5,36656350567937;36,7;50
4,5;"A";659,163778682605;642,366669688641;565,411485505094;655,717944169058;6,5036696176976;21,89;100
4,7;"A";712,277684288966;524,460069690134;646,763987779898;583,937047999518;5,68970120921731;94,35;100
5,6;"A";790,7949038977;523,421018706282;553,886235808829;647,319022712239;5,7161529622972;78,67;300
4,1;"A";719,805647654585;649,833777146164;651,608327595045;503,594012354421;5,9219538025558;69,96;0
4,7;"A";665,10025967628;520,993911241249;559,824081249472;583,968557154258;5,3138776499778;83,31;350
3,6;"R";617,769176632692;636,046430160222;551,976329802091;656,193121829354;5,65812768489122;11,79;0
4,6;"A";651,79862205757;465,55333525224;708,391322644207;563,542440319215;5,86862039119005;75,93;200
4,4;"A";651,574295373057;544,385258655754;566,394105478609;634,069443215798;5,77169909253716;54,57;350
4,2;"A";626,619857145133;594,767339082766;521,964575656793;652,721447623495;5,28590036071837;69,31;250
6,1;"A";716,320223152834;475,352962158758;629,663957263781;602,347309444711;5,54197741597891;44,82;150
4,2;"A";647,985126271746;646,077051193257;604,424892354963;619,637393770445;6,46740087158978;62;50
4,9;"A";684,747126817533;594,316702469755;541,498472783322;480,478203114188;6,43804748058319;21,7;100
5,2;"A";697,384923031139;595,580555161823;611,203639276098;556,630378026364;6,32392025701702;48,14;400
4,7;"A";741,243764243072;593,862213231825;561,843491071986;606,995347157372;6,18675092756748;71,04;50
3,6;"R";662,4526497815;623,580029883915;545,055532998363;579,445616291465;5,72448698394001;2,31;350
4,2;"A";655,839140862601;509,938239435549;546,976960958007;622,95794513493;5,66832475587726;71,29;150
5,2;"A";707,161117017081;516,292217546895;542,529246179034;699,269304787975;5,51383872926235;52,08;100
4,6;"A";677,63674935409;538,377599978619;548,157670773764;620,850813479977;5,21527723632753;92,16;350
4,8;"A";675,693087894726;595,090585988396;528,841043410719;544,760235809197;6,77825520373881;35,07;0
4,5;"A";681,071726840272;534,058820019859;551,313797357339;668,819658178873;6,43083426319063;83,5;300
4,1;"A";676,973582278451;559,337184347036;587,937361522497;441,390275778737;6,12117037810385;2,5;150
3,7;"R";687,160734683486;661,623924717328;658,871446058596;469,717279377415;5,93886373564601;93,93;400
5;"A";673,643420675471;575,888995504977;687,039175113272;586,925543349803;6,65814238339663;65,85;250
4,7;"A";714,273371912169;595,090407306461;634,914507059488;691,357403750015;6,4211662594229;92,96;50
4,2;"A";676,047285151218;579,454458907428;594,458572701166;512,938876707228;6,77109723165631;4,43;200
4,9;"A";726,557254780425;543,800045696935;660,430698632757;548,355635616297;5,23844422288239;93,79;350
5;"A";703,517597441909;609,488782260573;638,630308064546;567,744508781621;6,13267765119672;94;0
3,5;"R";603,56209560625;586,044457313617;576,469018458714;578,70954289238;6,28133481033146;23,97;400
4,7;"A";693,047729164868;553,446419290132;496,582634696798;615,520609004479;5,76475804597139;59,01;250
4,4;"A";654,590678072503;608,740877170096;611,419619217934;700,193897369481;6,48027898408473;80,15;0
5,7;"A";682,294229807381;490,628817804855;591,451112790717;593,514478438333;5,58556195162237;49,41;250
5,4;"A";748,960959867324;600,189277145299;593,36513914479;645,919084125949;6,7725249376148;45,72;0
3;"R";593,090649721248;582,559554993853;557,868449689469;569,516251004444;6,57596347182989;74,78;400
4,3;"A";661,927390579424;580,249490886381;539,035632670676;597,718459385958;5,31005192734301;81,9;150
4,5;"A";696,898772124067;555,535402178511;672,152095129308;624,937246674786;6,17716276496649;90,72;150
4,6;"A";706,528797221847;626,186882223815;565,132888555171;549,673040533517;5,78924583420157;38,28;200
4,8;"A";653,808502030727;507,728046257273;619,142872065571;618,638363360944;5,86508854664862;51,77;50
4,1;"A";678,915213413289;727,458051754805;528,182910048569;601,261100456601;5,63631458245218;18,12;150
4,9;"A";663,856231533515;587,394219783521;509,334924108623;581,374876502049;6,57953566536307;86,21;0
4,2;"A";685,895933666378;623,501194869116;453,940886990482;501,956977098195;6,60807099677622;10,66;100
4,3;"A";727,980691265052;634,517298834637;584,666681430398;719,805720392254;6,42730218656361;90,95;400
4;"A";682,097488454923;670,130178334961;655,953935050859;525,260623610707;5,30247279964387;77,81;200
4;"A";664,496728098993;549,629684079717;627,235050331248;575,174383691165;6,56105694621801;67,75;300
4,5;"A";713,459691721024;611,667852686496;556,913119738326;624,76872309244;5,44160965569317;53,62;350
4,5;"A";684,342746515295;607,888997966006;668,872683316207;504,509347508672;5,30547525696456;76,49;350
4,9;"A";688,008958122993;596,215240023588;751,701248646515;536,807309777319;5,50154639482498;24,54;250
5,6;"A";694,097688495137;494,79216124767;628,503614024989;645,982638141861;5,52509518601;73,93;250
3,2;"R";660,18480265758;668,3622609256;556,367655161351;477,139538220042;5,92438030876219;81,58;400
3,8;"R";665,544855776921;568,686662155376;528,61084608485;594,465213001601;6,63739104010165;98,21;150
5,3;"A";715,160014938016;601,698386971908;603,848178561392;602,174522036231;6,66053879112005;5,8;50
4,2;"A";700,020777748628;599,56446918032;701,442590500671;613,326020546953;6,35856043919921;36,12;400
4,7;"A";676,541692448915;486,514983334927;617,910304460905;640,484597828866;6,37973213642836;54,81;300
3,6;"R";660,452190815059;636,263658067502;591,222772109493;636,462976508124;6,74730884321034;10,51;150
5,9;"A";689,622253606129;491,305034586888;591,162805666109;608,877796792957;6,49830394051969;92,31;50
5,2;"A";717,24186809621;514,280024843274;518,254230947387;582,649397237561;5,54915324524045;36,04;200
4,4;"A";703,733889410378;617,389870412327;526,698614084753;704,7560893086;6,04276884533465;75,39;100
3,2;"R";581,299036443649;561,169314385414;531,979848714431;493,394131779159;5,5657915789634;25,96;100
4,1;"A";682,42957906959;578,636359993469;636,862843234904;611,513002281541;5,53790751248598;18,42;100
5;"A";678,748423797934;568,160278410229;705,149060686855;662,657132842187;5,80053106509149;86,71;350
4,3;"A";690,166000053106;634,603195828765;558,328439749369;641,490048463963;6,05934034883976;87,45;150
4,1;"A";674,677976873803;606,646465947223;714,00862833421;659,233306593056;6,78677943944931;40,64;300
4,1;"A";657,059809827642;569,011224945101;689,148711604155;513,265561425567;5,79510656706989;27,46;400
5;"A";707,959243301742;597,778297688736;563,637332404025;597,794637555086;5,49403592757881;77,47;150
5,2;"A";721,571998489242;598,975692537613;653,331702661845;537,121875292324;6,71956698037684;1,1;250
3,8;"R";635,321556046921;649,286051640262;643,424064290886;661,944042776761;5,74624333232641;93,24;200
4;"A";621,350973701544;608,39352416324;579,758031842827;534,15202922068;5,6496861897409;28,07;400
3,8;"R";636,55238602586;546,328054899266;613,219326448237;628,882443760794;6,00934201180935;80,23;350
4,2;"A";685,579250607715;624,563230499413;574,77265202431;615,707686830742;6,13476052246988;82,93;50
4;"A";679,345198294224;684,480214970649;559,083169957916;559,298781226799;5,68541256412864;1,86;100
4,6;"A";700,92874814524;548,963518409478;639,388105229817;563,646024325544;5,7040448140353;1,74;250
4,8;"A";702,548726987594;623,207307087543;712,460353998329;693,955515749153;6,53299904055893;74,12;300
4,5;"A";703,972105875254;611,423372638196;594,029352684633;504,728100616587;5,73810591809452;39,09;50
5;"A";678,829071816719;567,132328946992;657,093814661772;547,969095902927;5,53173452466726;78,61;0
5,3;"A";652,775686321255;420,254540274285;650,974379781273;696,30680859439;6,58636205233634;22,45;50
4,4;"A";661,426119316528;540,96384946625;558,876971948821;607,715201019832;5,66385047249496;56,65;0
3,8;"R";692,411775232055;673,870869222392;475,160977686441;570,801277783828;5,73069629482925;72,63;250
5;"A";714,297921250746;561,813214621192;514,034568831335;666,669256057661;6,30345762595534;11,37;250
3,8;"R";661,345004003567;625,009542089936;715,807474536457;497,888908646602;6,49192134402692;46,11;200
3,4;"R";693,059069371218;707,99459723277;627,650224805358;646,330434791993;5,94374795258045;64,21;50
5,1;"A";662,265772086039;541,432787663647;547,398123214565;566,669295007598;5,67750119566917;70,96;400
4,2;"A";697,398295681893;673,761552246859;532,504777577845;669,097035592802;6,31013727709651;69,06;150
4,9;"A";692,429150842257;536,03546036627;565,450092795662;681,102428961281;6,07722522988915;96,56;400
5,4;"A";679,186965151967;546,867515029252;639,888432439222;569,209621946474;5,48168278373778;60,8;300
3,5;"R";669,159819913974;697,966381869394;597,115510173868;703,378867635861;6,02363271713257;58,08;50
3,5;"R";688,369165705727;666,571874535563;646,148116447526;608,737042649959;6,46780561991036;58,1;300
4;"A";660,766865595284;547,007557153573;652,436740564827;612,356551112419;5,28521143719554;60,29;400
4;"A";704,613254671412;654,701983249458;612,902394524278;558,275031082128;6,23021507002413;70,88;150
4,9;"A";707,71460449082;531,436862977542;661,525540627606;540,709214950999;5,57123928591609;66,56;350
5,3;"A";715,583082638292;558,187793832753;610,315084702248;641,569899517399;6,72916944101453;15,87;250
4,2;"A";602,25650754393;549,761565032794;632,93717111966;533,255706767671;6,06294719353318;20,78;300
3,6;"R";672,707690218948;599,186177606118;690,481668893065;501,885825525482;5,80378013364971;68,56;0
4,5;"A";704,015226495747;638,762278146312;639,982990478311;644,859931818076;6,7158399052918;54,1;50
3,7;"R";667,097755092948;546,945300516306;665,81468560287;667,314525890078;6,23432162553072;6,76;50
5,6;"A";678,327097582375;493,01649812486;520,61987858833;600,843266698511;5,983368030563;54,07;250
3,7;"R";619,192136640746;638,46966335952;474,456103248065;583,403659507426;6,71939433030784;84,67;150
4;"A";680,974178630331;641,364690752287;616,898043288251;711,402225453548;5,88544401936233;6,6;300
4,9;"A";707,673962250933;570,391785010797;638,673656511049;638,77609600781;6,75828069150448;13,7;300
5,3;"A";694,758829374309;524,422691327898;670,693192206223;567,377094576808;6,42211873345077;9,78;150
4,7;"A";663,759799953367;519,558593278033;615,465189963783;614,094588355998;6,66038810238242;79,68;200
4,4;"A";657,720959099202;539,108620198342;533,308932189905;505,130450290934;6,63371461629868;29,61;0
4,3;"A";649,439633437187;558,922517575074;650,128143982577;571,049158805599;5,66879582367837;7,29;350
4,1;"A";686,337639939146;586,674650932587;581,861969068223;512,989221676691;5,74292899779975;35,03;200
4,5;"A";699,768862859928;555,470210851838;720,774832947975;433,5033795064;6,20488236397505;4,55;350
3,2;"R";673,733334749062;647,742658477507;615,17840723981;602,274342328658;5,5917071685195;18,99;350
5;"A";686,856946029229;496,340596356183;545,834750564685;609,124122053945;6,1932965029031;75,47;50
5;"A";702,151003649328;503,83024941627;591,124543559041;712,803694462812;5,25903308317065;16,61;50
3,6;"R";659,830940353421;573,851783426949;630,805368455747;618,754819017631;6,79819045811892;91,63;200
3,9;"R";697,416395893195;640,349946330339;596,720658805172;488,444567146087;5,4148305118084;46,91;400
4,4;"A";709,575813349563;632,312843257332;573,627703707709;617,53087472276;5,37976808100939;44,7;0
3,2;"R";627,908406043713;661,660081915161;592,395604436761;589,433551277487;5,98530930876732;70,32;250
5,5;"A";703,117708591902;466,132719129969;447,755579442209;655,008080864505;5,89252285398543;6,11;0
4,4;"A";699,899567666241;607,954371770858;609,820547334128;542,196888170454;6,35754768177867;41,27;400
5,3;"A";758,440984418958;549,377024701328;592,85252924475;586,79605931039;6,17392944954336;68,72;0
4;"A";694,001329265363;660,561249165326;625,641134115946;706,45197186196;5,54846201464534;97,77;300
4;"A";711,127331013485;662,666756361458;621,130500690625;683,97153806165;6,02127412818372;57,11;300
4,6;"A";679,979891054318;620,93974642845;576,716614495164;592,750536430012;6,43043605238199;12,01;400
5,4;"A";728,964217178826;553,850156697121;621,808046024704;616,700631187991;5,40298295244575;70,74;100
4,2;"A";665,39855012133;592,910482013702;691,390607630099;544,757393337978;5,86596663109958;93,66;350
5,1;"A";725,29345084365;586,648568347697;673,761193927248;568,999660767399;5,97477257177234;40,35;50
5,2;"A";728,130032025551;510,331992854406;544,217382474502;665,211714236548;6,69620378054678;31,8;250
5,8;"A";739,715734236671;536,922424665303;639,523625637067;559,634205153274;6,40402739308774;23,03;300
4,3;"A";719,817477015859;638,366171981218;639,990053882516;696,105505059996;6,16771603263915;14,22;350
4,2;"A";686,194174333764;564,115901110408;594,367468483605;687,548503230636;5,37097229622304;91,65;0
5,2;"A";683,61942138026;553,903868511607;640,512057142418;622,93170107991;5,99482913315296;13,71;100
4,2;"A";673,070890651507;606,350870965424;579,749226036449;620,968127886842;6,57782338112593;60,57;50
4,5;"A";663,567697719565;608,666434954849;474,065461735622;460,518964264064;5,90368376038969;85,77;250
3,9;"R";676,51493155013;669,044055421206;662,284265345161;583,779627765039;5,85540103055537;70,19;0
4,1;"A";682,554037630826;687,894749737719;546,92675313881;639,037578427095;6,45928415991366;2,85;150
5;"A";702,446100649713;568,243888345945;571,161550668931;597,176948333612;5,76200799867511;86,75;0
5,4;"A";732,519068412152;587,975288676236;654,060708795538;610,308819494096;6,17227295264602;26,4;400
3,8;"R";650,626214290498;657,314252576178;577,283410032319;482,112701795882;5,31197409108281;78,36;200
5,7;"A";707,766835547369;531,824224296127;575,987987036457;648,319026382988;5,73410949334502;33,24;300
4,3;"A";654,306961153123;488,577610642332;603,380235046108;384,112996951243;6,6141936801374;85,52;400
4,1;"A";682,084551745672;574,412507131182;481,018089813032;648,174453569441;5,5712078589946;85,63;150
4,8;"A";708,550360161634;556,211797704981;571,852132873542;587,554459497521;6,12876136377454;78,06;100
2,8;"R";632,85238665978;680,587285660922;664,460935330899;630,593332243928;6,16933180205524;63,11;0
4,2;"A";661,890408811617;626,245869560154;612,755317198378;583,264451941453;6,29806100390851;40,53;250
4,7;"A";658,462086152878;576,192335861662;594,47287081138;638,940566774453;5,51597621999681;80,99;350
5,1;"A";764,10125134753;548,175747024769;506,697967217635;671,897539756915;6,60568981394172;1,06;300
4,4;"A";687,26586928144;609,297537342049;629,32224533994;639,664000446644;6,52763011939824;43,06;50
4,4;"A";662,594825717444;556,53096443076;582,323506362391;608,123045996674;6,06901397369802;65,71;200
4,9;"A";703,08958503175;552,142885040752;582,953136493382;719,350808418364;5,34974671192467;42,45;50
4;"A";707,10409535255;630,520158153199;642,084937050387;619,021722617245;5,6686733327806;2,63;150
4,9;"A";669,14228468879;552,316667883643;641,012948444969;498,992479648332;6,63175310380757;21,56;100
5;"A";710,481775079745;595,092423843459;687,300419334689;635,972116884079;5,74246804751456;2,08;250
3,9;"R";650,567752779541;564,858302479816;710,916838297466;587,475637875326;6,78903610892594;68,22;0
5,1;"A";716,012961227759;611,174030694544;583,712013878429;482,27690759598;6,53980260975659;20,09;200
3,8;"R";701,418253376328;647,889874170764;592,246406184533;647,416761687222;5,25846232436597;88,05;0
4,4;"A";722,984898922951;688,957517922066;539,008961393435;573,203314867365;6,04083079174161;70,19;350
4;"A";654,077303570938;589,461351704593;499,246838443214;596,261513350027;5,32683518566191;73,73;400
3,5;"R";624,147852569264;565,712584532596;514,682408642276;503,473978087139;5,97553998231888;84,88;350
4,7;"A";685,084920514122;559,998325141142;654,348809114426;640,072237093581;6,67106555849314;91,85;50
3,3;"R";653,495864167964;649,628844849526;590,716546164582;658,973246031532;5,84830854870379;6,8;400
5,2;"A";766,289494486085;683,196918212631;597,603506429604;551,654628664022;5,88607000559568;53,27;400
5,7;"A";728,909758752243;461,221439255047;541,148865495528;411,876787381934;6,20898721814156;7,2;400
4;"A";718,686046714607;621,379367182656;577,552510959405;602,822215379914;6,05394655428827;43,93;100
4,9;"A";649,42137052971;524,309317315776;576,663214643106;668,931346608892;5,87093500606716;74,6;350
4,2;"A";655,358461848441;598,250131940747;674,481881654578;535,335642809745;6,405857077986;36,38;50
3,7;"R";711,11312839874;697,441315063458;620,866634962781;580,547078527135;5,61303551346064;62,55;0
4,5;"A";674,761315789726;604,118136840193;530,51758570929;580,032942871834;5,63280323073268;14,73;400
4,8;"A";689,875966063206;576,331694176851;594,221551241354;515,217414852738;6,74967444427311;74,68;300
3,6;"R";659,939923447501;602,465443697589;580,590819686596;524,98146699461;5,3025073196739;66,97;50
4,1;"A";697,604239194713;594,580160233373;718,099073366385;559,178951056217;6,23715642131865;21,38;300
3;"R";594,296543838163;636,459833904611;546,806895177525;642,141908884294;5,63195068612695;13,12;0
4;"A";660,354394552969;615,872645011492;602,148865809164;693,86047058116;6,73533500619233;62,21;350
5,3;"A";687,64098949689;474,014886797391;654,789870049439;603,058989427318;5,75974745489657;92,54;100
4,1;"A";676,98802812765;562,873106624049;522,535260137875;457,845529144662;5,22991737499833;64,51;200
4,1;"A";600,012490243404;559,151999787769;558,323429816489;574,625872866714;6,13312722370028;85,22;400
4,5;"A";681,393759422779;617,523621829702;487,769316669062;527,91881449935;5,52893204391003;86,93;250
4,2;"A";683,046330687633;572,422186482964;635,075099741143;620,419839830055;5,4971966188401;50,9;150
4,9;"A";642,621093717814;526,515941125758;532,09543635394;542,048989385939;5,26069703474641;17,28;50
3,8;"R";605,336866001183;584,885933672875;563,896478783204;616,658532964201;6,64525709040463;1,84;300
4,7;"A";666,241012206645;578,391043336132;597,26601168666;618,90565374633;5,73952762186527;99,71;100
3,6;"R";688,922745943636;644,667539158645;602,462459134142;651,168303005308;5,78218958452344;49,76;300
5,4;"A";704,62670587828;529,11577212994;685,529953339777;723,133226744364;5,20277863666415;6,18;0
5,5;"A";702,888968829646;526,941772595815;572,993602557314;579,366529716342;5,63602566681802;21,81;100
3,9;"R";639,786989087949;553,825952014754;479,864525746208;601,359609051349;5,31030562520027;82,34;0
4,2;"A";651,947189472422;584,158291797169;572,111073085977;505,552646311586;5,35341963618994;61,35;200
4,8;"A";776,476337865346;609,379769850038;605,169051035221;609,061585654436;5,69571943320334;31,68;400
3,3;"R";634,363201194816;640,565599002354;554,966353867525;595,260326829183;5,44508477449417;29,58;100
3,9;"R";689,191047883456;585,505273580756;628,505051234893;621,333272900341;6,26749637275934;61,42;50
3,6;"R";698,133932617773;704,368090599534;608,641630398899;720,405814371135;5,54349474161863;20,51;300
4,5;"A";645,486568510753;610,952631064711;599,913754615035;705,243193879452;6,4897067271173;0,3;400
5,2;"A";681,300785551529;534,7415346222;615,703935248744;546,720979187369;5,63417937718332;29,85;100
5,4;"A";694,557887762651;506,874558669005;610,74660778216;510,0106015019;6,2677558388561;78,05;250
4,2;"A";664,206736521492;678,534422697034;598,035459777348;717,086769524701;6,01503124348819;7,03;0
4,8;"A";698,431481340987;573,591706977454;608,095636722029;635,384039422072;5,48435062095523;22,97;200
4;"A";603,298984042867;522,817081807082;648,25051677279;547,869784157446;6,37693879902363;42,49;100
4;"A";669,988515051769;584,997230003393;689,520018501702;535,354633262915;6,19892474450171;64,69;400
4,3;"A";712,951104874958;589,394799009143;620,270569385019;526,065412467357;5,4271707855165;33,96;50
5,9;"A";759,476142056869;555,766133990973;475,487968574417;562,917074319053;6,27140743397176;61,3;400
